There are a couple of small changes that the Usage Details report in the extensions module could make to make its user experience smoother.,DNN-8559,
Install an authentication handler similar to Basic and Digest Auth Handlers basen on the JTW standard https tools.ietf.org html rfc7519 ,DNN-8103,
We need to completely remove the Getting Started from the template as well as anything special we do to inject this into the platform. !GettingStarted.png! ,DNN-7883,
"One DNN 7 feature that I think needs to be added to items for DNN 8 cleanup is the removal of the Advanced Settings screen. This page was created to simplify settings by aggregating many common settings into one location. What this ultimately did was complicate things by giving people multiple locations for accomplishing the same task. It didn t remove options, but instead duplicated options that were already available. !AdvancedConfigurationSettings.png! ",DNN-7875,
"As part of DNN Platform modernization effort, we need to remove our platform dependency on Telerik. The first step in doing this is to ensure that those 3rd party developers who rely on Telerik wrappers can still use those wrappers with minimal disruption. ",DNN-7761,
"As a developer, I want to be able to define custom token types for my SPA module. These tokens should be automatically included as part of the TokenReplace process inthe SPA module. ",DNN-7750,
"As a developer, I want to be able to create field which is a reference to another Content Type. ",DNN-7589,
The only type of editor available for editing text is a simple text box. In order to provide a richer experience Markdown and Rich Text Editors will be added.,DNN-7587,
DNN 5 introduced a new OPML feed viewer. This module has not been installed in the platform since DNN 7 however there is still a lot of code related to this feature. This feature should be removed from the platform. There is no requirement to extract this into a separate module. ,DNN-7569,
"The What s New module is used to display the change log for DNN releases. The core platform no longer maintains the change long in the What s New module and uses the Getting Started feature instead. The What s New module should be deleted. This module does not have it s own API or database structures so there is no backend to consider. h2. Confirmation In installed site on the file system , there should be no more DesktopModules Admin WhatsNew folder this is for both new installs and upgrades ",DNN-7568,
The Content List module is used to display content related to a particular tag. This module was originally created as part of the old search solution. The Content List module should be deleted. No forge project is needed for this module. ,DNN-7567,
"As a developer, I want to be able to use a custom DNN Icon font for inserting standard icons into html. The webfont should include TrueType, OpenType, Woff and SVG fonts Woff2 font is optional . I need a css file which can be linked to my HTML which will define styles for all the icons defined in the font and that will handle the font face style defintion. I also want a simple HTML file which documents all of the icons and how to use them in my code. ",DNN-7503,
"As a super user, when I create a new portal, I want the system to use a portal template, the admin template and the list of module defined Admin Host pages to create the new portal. ",DNN-7487,
"As a module developer, I want to be able to automatically create an admin or host tab during module installation and have the module automatically added to that page. ",DNN-7485,
"The Configuration Manager is used for managing configuration files for a DNN installation. The Configuration Manager is just a UI that exists over the top of the core platform APIs. The UI components should be extracted into a separate module, however the underlying public API and data components should remain part of the platform. ",DNN-7481,
"The SQL Module is used for executing SQL queries against the DNN database. The SQL Module is just a UI that exists over the top of the core platform APIs. The UI components should be extracted into a separate module, however the underlying public API and data components should remain part of the platform. All functionality for saving or loading queries should be included as part of the module and is not considered part of the public API. ",DNN-7480,
The Professional Preview module is no longer used in the DNN platform. This module should be removed from the platform.,DNN-7479,
"The Module Creator is used for building simple modules for DNN. The Module Creator was originally a standalone module. The UI components should be extracted into a separate module, including the underlying APIs and database components. ",DNN-7478,
The Dashboard is an extensible module that is used for displaying important information a site. All Dashboard related APIs and database objects should be included as part of the module and should not remain in the DNN platform. ,DNN-7477,
